Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDD53,OUT046,675.1308
NCM31,OUT027,3646.9026
FDT16,OUT017,4659.6655
FDR40,OUT035,1302.658
DRG25,OUT017,3179.9749
FDT10,OUT035,961.5254
FDY32,OUT013,2651.5771
FDN50,OUT035,1501.9296
FDZ35,OUT019,228.88518
NCP54,OUT045,1788.9436
NCD07,OUT035,1673.5465
FDS02,OUT018,2753.1997
DRN59,OUT018,519.92017
DRB24,OUT013,2465.0386
FDP37,OUT027,3320.9421
DRB01,OUT018,2558.9668
FDR47,OUT046,2908.5881
NCM31,OUT010,248.94438
NCF06,OUT027,6382.993
NCV17,OUT027,3331.3582
FDS10,OUT049,2878.2087
FDN52,OUT035,1268.5363
FDZ48,OUT013,1774.0093
FDJ48,OUT049,3982.0637
DRB13,OUT027,5133.902
FDV59,OUT017,3895.7659
FDL32,OUT035,1649.4705
FDZ12,OUT035,2117.443
NCR06,OUT027,996.29596
FDP51,OUT017,1958.9569
FDY22,OUT013,2324.141
FDZ38,OUT049,2889.5154
NCO54,OUT035,902.21124
FDR23,OUT035,2881.1682
FDM38,OUT049,759.3403
FDS25,OUT013,1603.2931
FDZ22,OUT013,1147.5306
FDZ20,OUT019,689.48627
FDD45,OUT010,175.05391
FDN03,OUT049,4329.0283
NCW30,OUT046,4104.7383
FDY24,OUT027,1483.9332
FDJ26,OUT019,469.2759
FDM15,OUT049,2488.4006
NCW54,OUT027,1405.782
FDA23,OUT045,1395.6547
FDA39,OUT019,95.035
FDZ12,OUT017,2313.4531
NCB42,OUT046,1841.1259
FDL16,OUT046,803.7253
FDO24,OUT019,298.7761
NCP42,OUT046,3142.0044
FDR19,OUT018,2065.9434
DRL01,OUT045,3446.529
FDV37,OUT046,3342.8914
FDI41,OUT010,283.19995
FDF58,OUT049,951.6582
NCF43,OUT018,1833.8292
FDN02,OUT049,3241.8691
NCP41,OUT035,1724.3204
NCY17,OUT027,1237.1353
FDL58,OUT027,6581.418
NCA30,OUT027,5093.754
FDE46,OUT018,1990.1348
FDY38,OUT035,3796.952
NCH29,OUT027,2343.324
FDO20,OUT045,3737.6477
FDP44,OUT018,1359.5303
FDM02,OUT027,2214.51
FDJ14,OUT027,1988.1401
FDH04,OUT010,262.9945
DRK23,OUT046,3833.361
NCW05,OUT046,1697.1378
FDF12,OUT049,2397.6323
FDL51,OUT019,520.2576
FDN03,OUT018,3581.6729
DRJ37,OUT049,2534.0996
FDM12,OUT019,404.94598
FDA16,OUT045,3241.2947
NCB07,OUT017,3565.4944
NCI17,OUT019,214.58437
FDR51,OUT046,2703.8743
FDJ55,OUT045,3441.311
NCZ17,OUT013,507.64508
FDU25,OUT013,779.3073
NCG18,OUT045,1506.5262
DRM11,OUT017,4485.385
FDH16,OUT035,1369.3273
FDZ04,OUT018,760.0227
NCX53,OUT035,2442.2117
FDX38,OUT027,1266.6758
FDX09,OUT046,2928.856
NCW05,OUT018,1417.7675
NCS41,OUT017,3161.6575
FDI26,OUT046,3065.3386
NCZ41,OUT027,3227.0125
NCK06,OUT046,2094.8538
FDX23,OUT027,2353.592
NCA42,OUT046,2663.978
FDC20,OUT049,843.0182
DRC49,OUT018,1856.3165
FDX01,OUT013,1755.4606
FDC08,OUT045,3358.281
FDC02,OUT017,4436.0645
FDK10,OUT045,2876.697
DRC24,OUT013,2549.9368
FDW16,OUT019,214.84776
NCU06,OUT018,3106.173
DRA59,OUT045,2899.6692
FDR24,OUT019,207.64305
DRL35,OUT018,426.83875
FDA49,OUT013,1324.1238
NCC55,OUT046,622.9118
DRD24,OUT019,291.9543
NCE55,OUT049,3086.9216
FDT33,OUT045,2667.7258
NCT53,OUT013,2591.2537
FDS26,OUT046,3645.8074
FDL22,OUT018,1195.456
FDP44,OUT017,1714.3507
FDC52,OUT018,2035.009
FDI53,OUT010,337.3403
FDZ23,OUT046,3062.8567
NCT18,OUT013,2993.45
FDR13,OUT046,2045.1942
FDB09,OUT010,264.52628
FDZ60,OUT013,1763.3556
FDB11,OUT046,3327.318
FDC10,OUT018,1582.276
FDW56,OUT035,3116.935
FDK14,OUT027,1992.3583
DRE27,OUT027,2448.918
FDA38,OUT017,4207.4873
FDT11,OUT045,3063.9392
FDP15,OUT035,3945.618
FDV27,OUT035,1405.3304
FDS36,OUT027,2763.1892
FDY40,OUT027,1239.9832
NCF19,OUT049,778.3102
FDF53,OUT045,2857.216
FDS14,OUT027,4137.711
FDE56,OUT046,941.3652
FDZ19,OUT035,2769.4524
FDZ46,OUT013,1637.4496
FDR16,OUT046,3792.2324
FDG29,OUT018,463.69858
NCE30,OUT017,3841.821
FDZ40,OUT046,831.1125
FDG58,OUT018,2100.7117
DRH03,OUT013,1413.6605
FDZ47,OUT045,1456.1012
FDV04,OUT018,2263.493
FDZ10,OUT018,1647.6401
FDG46,OUT017,1952.3737
NCF07,OUT045,1390.9791
FDY44,OUT035,3345.228
FDB21,OUT013,3978.9634
FDS20,OUT035,2923.0144
FDS49,OUT049,1161.1844
FDX55,OUT027,5703.758
NCQ02,OUT018,2453.3652
FDR25,OUT013,3909.1443
DRG39,OUT045,681.96045
FDB46,OUT046,3588.3926
NCC30,OUT018,2373.435
FDE58,OUT035,1883.2555
FDC05,OUT019,413.86606
FDY15,OUT046,2592.2207
FDG14,OUT046,2677.3694
FDL08,OUT049,3984.1917
FDQ47,OUT013,598.6722
FDN12,OUT035,1645.8615
FDW10,OUT013,2940.1772
FDD02,OUT035,1827.5343
FDX35,OUT010,577.97906
FDT35,OUT046,2785.536
DRN47,OUT019,383.03842
FDB11,OUT010,443.29434
FDN20,OUT045,2621.9822
FDB59,OUT035,3304.5923
FDJ58,OUT045,2743.2947
FDU60,OUT046,2780.5227
FDS03,OUT049,999.35175
FDU40,OUT019,385.75275
DRH15,OUT049,737.8544
FDD04,OUT027,3759.476
FDQ01,OUT046,3737.6877
FDF28,OUT035,2035.1963
FDD22,OUT010,211.3217
FDY19,OUT046,1880.6476
FDN33,OUT035,1368.792
FDV36,OUT035,2052.6338
FDW01,OUT010,291.86774
FDJ28,OUT049,3303.7664
FDB17,OUT035,2974.2332
FDM40,OUT049,2352.0688
FDV46,OUT045,2210.0354
FDQ44,OUT049,1907.331
NCD42,OUT046,630.06805
DRH37,OUT046,2592.716
FDR10,OUT018,2159.013
NCD06,OUT027,1162.464
FDI53,OUT046,2927.1912
FDG16,OUT035,3449.3625
DRB25,OUT046,1689.5309
FDY09,OUT046,2774.7197
FDX48,OUT045,2423.0032
FDC03,OUT010,382.04633
FDT47,OUT035,1556.7899
FDW44,OUT027,4557.0215
FDT24,OUT017,1136.957
FDT12,OUT019,658.369
NCS38,OUT035,1672.0067
FDO39,OUT035,2949.9248
FDA13,OUT046,594.9605
FDO48,OUT035,3691.2488
DRJ01,OUT017,2577.2742
FDD53,OUT018,399.5669
NCT05,OUT049,4137.1816
FDQ51,OUT045,735.3747
FDU60,OUT013,2813.1646
FDC59,OUT046,972.8038
FDP36,OUT035,755.2618
NCM19,OUT017,1826.1486
FDL16,OUT035,801.77606
FDE50,OUT018,2592.942
NCR18,OUT013,622.77094
NCD30,OUT035,1571.6102
FDH31,OUT013,1411.1951
FDD56,OUT019,335.89575
FDC47,OUT049,3502.1948
FDZ21,OUT045,1431.5348
FDM01,OUT049,1462.7123
FDF24,OUT013,1180.4745
FDW23,OUT017,880.56464
FDY52,OUT018,793.2999
DRH37,OUT027,4344.0547
DRO47,OUT027,2919.5735
FDR25,OUT049,3932.472
FDQ24,OUT027,6248.4307
DRJ51,OUT018,3172.3867
NCU06,OUT035,3613.285
NCV18,OUT018,1170.2689
NCC06,OUT027,3259.1492
FDZ01,OUT018,1333.4315
FDT14,OUT017,1944.0397
FDD11,OUT019,678.83966
FDN09,OUT017,4286.742
NCO18,OUT010,342.09705
FDZ50,OUT045,2906.5103
FDS44,OUT013,3860.909
FDI36,OUT045,3094.7878
FDA26,OUT010,444.35367
NCY53,OUT049,1773.6713
FDF32,OUT049,3180.062
FDF59,OUT010,244.89665
FDB20,OUT046,1191.5604
DRH11,OUT035,967.98315
FDT03,OUT049,2930.857
NCH06,OUT035,3805.8044
FDR55,OUT049,3186.381
FDI10,OUT035,2764.8428
FDZ12,OUT045,1997.0045
FDM12,OUT049,3069.9736
DRB25,OUT045,1492.5819
NCS41,OUT013,2993.4204
NCT53,OUT049,2714.9639
NCD55,OUT013,547.53033
FDY08,OUT049,2242.676
NCP55,OUT049,852.6434
FDA33,OUT013,2284.029
FDQ33,OUT013,2381.115
FDE45,OUT027,4836.8374
FDT26,OUT013,1971.3727
NCV53,OUT049,4063.2412
FDK60,OUT027,2421.5984
NCJ29,OUT046,1298.5602
FDI15,OUT045,3629.1636
FDX21,OUT013,1617.0627
FDV49,OUT019,780.0335
DRO59,OUT046,1195.4358
FDZ14,OUT045,1826.9916
FDP32,OUT027,3249.119
FDC33,OUT017,3424.3125
FDT14,OUT010,235.38646
NCN54,OUT027,1860.9475
FDR57,OUT027,4113.527
DRK12,OUT046,580.6923
FDX52,OUT049,3469.6587
FDX08,OUT010,348.86237
FDP10,OUT010,246.86676
NCP50,OUT045,1101.1207
NCL06,OUT013,4041.2065
FDP25,OUT013,3498.6472
FDE53,OUT013,1532.2205
FDL27,OUT017,1256.6334
FDC35,OUT049,3569.3303
DRJ47,OUT010,337.5097
FDD16,OUT018,950.5499
NCN42,OUT049,2474.934
FDC38,OUT027,3479.6921
NCO07,OUT045,3121.7175
FDQ20,OUT049,704.5845
FDI32,OUT046,1817.809
FDN20,OUT010,339.23914
DRJ51,OUT027,5893.0557
FDU08,OUT045,1353.9039
DRN37,OUT019,315.72168
FDD05,OUT010,271.19302
FDW15,OUT046,2525.8035
FDI52,OUT046,1971.9718
DRM11,OUT049,4356.4497
NCO06,OUT045,576.794
FDU38,OUT049,3283.301
FDU59,OUT018,2150.8796
FDJ10,OUT046,2499.027
FDM13,OUT049,2058.89
NCJ30,OUT019,314.45828
FDM45,OUT018,1630.8988
FDP36,OUT045,638.0522
NCD30,OUT010,248.9169
FDN48,OUT017,1551.6654
FDY32,OUT049,2748.8235
FDU47,OUT046,2451.5767
FDF17,OUT019,402.31616
FDP34,OUT017,2588.6208
FDA47,OUT049,2728.4907
DRD27,OUT027,2412.473
FDW38,OUT045,717.5336
FDZ15,OUT019,264.5753
FDZ03,OUT027,5046.369
NCN19,OUT049,3239.65
FDG02,OUT035,3121.2207
FDS31,OUT035,3027.8928
FDW43,OUT019,658.7049
FDZ47,OUT010,188.024
FDO57,OUT017,2780.0457
NCL07,OUT013,532.42316
NCV42,OUT013,1573.0524
FDP40,OUT017,1935.5957
FDP48,OUT019,410.20703
FDH21,OUT017,2680.8352
NCP02,OUT049,936.3422
FDK24,OUT049,737.8276
FDC41,OUT045,1031.3497
FDF08,OUT017,1451.2968
FDO49,OUT017,947.9523
FDS56,OUT027,6513.0957
FDX46,OUT018,719.7072
FDQ07,OUT013,3521.1692
FDC32,OUT010,224.25426
FDT21,OUT019,666.7956
FDG58,OUT045,2387.4407
FDW14,OUT049,1188.0498
DRA12,OUT027,3637.1794
FDV27,OUT013,1156.3829
DRD25,OUT013,1628.3218
DRF48,OUT027,5038.292
FDX24,OUT017,1600.5817
DRJ51,OUT046,3417.3909
FDE45,OUT045,2730.7139
FDE14,OUT046,1719.3615
FDG53,OUT045,1977.1056
FDT08,OUT046,2424.391
DRC27,OUT027,6180.771
FDG20,OUT035,2908.7869
FDC21,OUT046,1812.5344
FDV31,OUT018,2373.3118
FDB58,OUT045,2189.6775
FDV23,OUT046,1986.6572
FDA25,OUT019,230.35924
FDC15,OUT046,2491.8064
FDU47,OUT049,2151.6797
FDE23,OUT013,654.4298
FDS08,OUT013,2853.4617
FDW03,OUT027,2642.986
FDJ60,OUT018,2201.2017
FDM34,OUT017,2170.7495
FDW33,OUT013,1564.625
FDZ40,OUT013,711.1823
FDE33,OUT018,1105.4154
NCC06,OUT010,278.09406
FDU11,OUT046,1965.7233
FDL44,OUT017,2921.5996
NCZ29,OUT017,2064.3418
FDG28,OUT010,549.3775
FDL12,OUT018,752.1565
FDD52,OUT017,1620.6339
FDO15,OUT013,1079.1614
NCN29,OUT027,1154.369
FDW36,OUT013,1602.581
FDB21,OUT046,3703.261
FDZ28,OUT013,2161.4368
FDY10,OUT035,1793.5308
DRG39,OUT017,897.9812
FDN28,OUT013,1336.8075
FDV15,OUT035,1526.7428
DRI13,OUT035,3495.2104
FDH20,OUT046,1569.6812
FDY51,OUT013,3554.121
FDE16,OUT013,3349.238
FDX40,OUT018,471.66028
FDC48,OUT018,1048.0848
FDS14,OUT046,2606.2551
FDX56,OUT017,3717.0686
FDI10,OUT046,3101.2397
FDI14,OUT013,2271.2058
DRM48,OUT013,507.08847
NCH07,OUT027,4205.758
FDY26,OUT013,3378.8308
FDD02,OUT027,3016.794
FDM12,OUT046,3100.6958
DRF01,OUT010,363.88864
FDV36,OUT046,2024.0051
DRI59,OUT013,3596.402
FDV03,OUT018,2039.279
FDO39,OUT017,3051.6472
NCB07,OUT018,2676.433
FDH38,OUT027,2908.8928
FDZ13,OUT035,685.6118
NCZ30,OUT046,2016.4716
NCA06,OUT035,728.25494
FDB04,OUT049,1258.2533
FDN50,OUT013,1396.3998
NCG06,OUT049,3875.2976
NCY17,OUT018,616.7505
FDC23,OUT046,2765.768
FDK33,OUT049,3347.9565
FDR03,OUT049,3491.7952
FDZ07,OUT045,845.45374
FDO38,OUT013,1131.0004
FDS59,OUT046,1803.7804
DRM11,OUT019,707.49365
FDX52,OUT027,5249.5176
DRJ35,OUT018,721.2913
NCP53,OUT046,3535.717
FDW15,OUT019,314.1344
DRI47,OUT045,2211.535
DRZ11,OUT035,1891.3695
FDS02,OUT013,3170.488
DRD49,OUT018,3386.2651
FDW38,OUT049,769.86884
FDR21,OUT019,337.23236
FDE40,OUT013,862.2849
FDI02,OUT045,1588.1212
FDQ04,OUT045,630.4572
FDY14,OUT017,4543.3965
NCT54,OUT046,1559.0869
DRD25,OUT017,1818.0284
DRE01,OUT045,3442.6084
FDJ12,OUT010,398.58142
NCZ05,OUT049,1537.7096
DRB25,OUT019,228.97401
NCC31,OUT045,2372.5156
FDM16,OUT045,1118.0859
DRG11,OUT049,1578.8728
FDV24,OUT027,3909.3083
FDV43,OUT046,658.97205
FDG05,OUT018,2093.968
FDV23,OUT010,227.78856
FDI58,OUT018,1137.4622
FDQ11,OUT017,4608.6377
FDC05,OUT027,5335.664
FDF40,OUT013,3754.329
FDU02,OUT018,3151.7341
FDT32,OUT013,3068.3584
NCF06,OUT017,4515.069
FDT46,OUT013,680.5625
FDR58,OUT010,174.78143
FDY04,OUT046,2734.373
FDT58,OUT045,2469.6877
FDE46,OUT049,2600.5627
DRH11,OUT017,1099.3997
DRI51,OUT046,2678.529
FDC35,OUT017,3517.5227
FDP45,OUT035,4074.8928
FDC45,OUT017,2869.5667
FDU01,OUT045,2909.7002
FDJ53,OUT010,221.24211
FDJ46,OUT017,2918.1016
FDX07,OUT013,3037.2048
NCI30,OUT049,3578.5579
FDE47,OUT027,3150.7341
FDV48,OUT045,1160.6857
FDN16,OUT019,225.71628
FDM52,OUT013,2359.6895
FDA32,OUT027,5660.8696
FDH05,OUT017,4165.5566
FDW25,OUT010,180.46225
FDQ09,OUT046,1833.3671
NCM17,OUT010,92.54227
DRM59,OUT046,2672.717
FDV47,OUT027,2020.4872
DRE15,OUT035,1082.5673
FDS25,OUT010,206.08116
NCZ05,OUT018,1381.7357
NCV05,OUT019,308.49008
DRM37,OUT046,2984.7505
FDV58,OUT027,5241.384
FDN22,OUT027,6371.8257
NCO06,OUT049,648.84015
FDT56,OUT019,155.30272
FDM02,OUT013,1189.4146
FDA09,OUT046,3093.1538
NCC06,OUT035,2065.6448
NCL54,OUT049,3040.3645
NCB55,OUT017,1092.7188
FDB12,OUT017,1712.7225
NCA54,OUT049,2981.07
NCS38,OUT049,1756.4298
FDC02,OUT049,3650.034
FDK44,OUT019,333.17413
FDE16,OUT035,3375.253
NCS05,OUT035,2035.7098
FDZ59,OUT045,2563.8923
FDI20,OUT017,3932.2434
FDQ14,OUT046,2477.4976
FDF53,OUT017,3187.5063
FDW25,OUT017,1513.8408
NCQ43,OUT010,250.12709
FDX52,OUT013,3034.86
FDE28,OUT045,3490.9478
FDN15,OUT017,2414.8245
FDO28,OUT017,1930.4973
FDQ33,OUT045,2209.1538
FDM22,OUT010,94.91255
FDJ03,OUT017,856.9999
FDI16,OUT045,652.28394
FDI09,OUT027,6165.949
FDX55,OUT013,3491.4246
FDS23,OUT027,3366.653
DRC12,OUT045,2868.932
FDH41,OUT049,3666.7349
FDN01,OUT013,2838.3462
FDV55,OUT045,2216.7014
NCJ19,OUT013,829.5575
NCY29,OUT010,125.93872
FDP03,OUT018,1697.484
FDZ52,OUT045,1543.8937
FDH31,OUT010,196.40346
FDQ19,OUT018,3472.1882
FDS15,OUT035,1641.0045
FDN32,OUT017,3304.2522
FDH32,OUT049,1467.9315
FDF33,OUT017,1822.4525
FDJ22,OUT046,2851.765
FDG56,OUT010,121.09453
FDC05,OUT046,3296.259
FDK09,OUT013,3665.4014
NCV29,OUT045,2706.4004
NCC43,OUT019,643.7501
NCA42,OUT049,2601.5793
FDC10,OUT046,2101.357
FDC16,OUT013,1207.3951
NCL17,OUT013,2170.4744
FDA51,OUT035,1701.1871
FDW01,OUT017,2521.8289
NCF30,OUT045,1819.627
FDN49,OUT013,631.94086
FDY20,OUT045,1288.6332
FDC15,OUT045,2330.9302
FDY24,OUT046,942.2636
NCG43,OUT017,1616.8768
FDA48,OUT013,3617.24
NCF55,OUT017,841.1434
FDL38,OUT049,1396.462
NCQ29,OUT018,3574.9668
FDC34,OUT017,2632.0618
FDP36,OUT027,1327.2533
FDN50,OUT010,161.92497
FDO23,OUT049,1427.2716
FDT56,OUT013,810.81085
FDT13,OUT027,5090.9673
FDZ03,OUT013,3015.283
FDQ03,OUT010,510.47485
FDU44,OUT045,2536.7944
FDD03,OUT049,3641.3833
NCH30,OUT013,1739.5737
FDS60,OUT010,365.58594
FDG08,OUT046,2978.945
FDX38,OUT017,862.15643
FDD22,OUT017,1830.6705
FDW51,OUT013,3372.7415
FDL09,OUT017,2914.988
FDZ60,OUT045,1504.7294
NCH07,OUT046,2589.0789
NCQ41,OUT049,3273.833
FDW04,OUT049,1965.5352
FDI08,OUT027,6313.21
FDR19,OUT019,277.52234
FDV13,OUT046,1371.494
FDB52,OUT017,4435.34
FDZ48,OUT027,2828.7585
NCO14,OUT049,756.7231
FDZ50,OUT013,2946.7014
FDN27,OUT019,251.99077
FDQ60,OUT013,1729.9786
FDR49,OUT017,925.5005
DRJ35,OUT027,1479.4946
DRI49,OUT017,1381.4309
FDB47,OUT017,3630.9033
FDP37,OUT010,297.3929
FDR26,OUT049,2783.8396
FDY31,OUT019,289.61337
FDC11,OUT045,1242.9874
DRP47,OUT035,3839.164
NCY54,OUT018,2399.1033
FDR27,OUT046,2224.4185
FDQ21,OUT019,268.5917
NCQ29,OUT035,4002.4526
FDJ02,OUT046,2490.203
FDE21,OUT018,1506.2565
FDM39,OUT046,3021.4563
FDZ01,OUT017,1801.2775
NCB19,OUT018,1212.9806
FDU03,OUT046,2973.0142
FDP27,OUT049,3276.635
DRF01,OUT045,2133.1062
FDM03,OUT049,1648.944
FDV01,OUT046,2555.1033
FDS16,OUT046,2473.939
FDO45,OUT035,1418.0146
NCX06,OUT035,3102.2122
FDP13,OUT046,718.66266
NCR38,OUT018,3442.5437
FDA01,OUT013,742.1513
FDT26,OUT017,1985.8185
FDD44,OUT027,6469.0273
FDB26,OUT013,742.4991
FDP45,OUT019,843.56683
NCP55,OUT046,882.0533
FDT23,OUT017,1326.3368
FDO51,OUT045,584.19574
FDA44,OUT046,866.2757
NCJ31,OUT018,3296.6938
FDX37,OUT045,1404.9866
NCD18,OUT049,3570.8596
FDN40,OUT027,4066.9172
FDL33,OUT017,3260.4602
DRF48,OUT035,3009.5703
FDW08,OUT035,1538.2284
FDX39,OUT018,2958.1487
FDB38,OUT049,2585.782
FDY46,OUT018,2497.5942
NCB06,OUT049,2632.387
FDA34,OUT035,2842.4155
FDA35,OUT045,1838.362
FDQ07,OUT035,3643.9011
FDU32,OUT045,1724.7567
FDU26,OUT013,1909.209
FDU13,OUT010,369.37494
FDO09,OUT035,4189.3906
FDW03,OUT019,224.79286
FDB38,OUT013,2701.3079
FDL26,OUT010,314.178
NCN43,OUT045,1814.1351
FDH08,OUT045,3349.6484
NCC31,OUT019,323.2056
FDH14,OUT035,2262.5376
FDL40,OUT017,1732.227
FDD20,OUT035,1924.1228
NCV53,OUT035,3777.4885
FDD16,OUT045,1065.9213
FDP24,OUT035,1847.849
FDQ25,OUT045,2760.799
FDM38,OUT035,806.0929
NCT18,OUT010,334.034
FDM34,OUT049,2156.802
DRH37,OUT010,325.1048
NCE07,OUT013,2222.0945
FDG12,OUT013,1626.3535
FDB59,OUT010,380.32343
FDS10,OUT018,2398.0315
FDN21,OUT010,320.44696
FDM02,OUT045,1274.7035
FDO44,OUT049,1728.6523
NCN17,OUT017,1683.1119
FDH16,OUT018,1188.9773
FDL44,OUT046,2559.7207
FDY47,OUT017,2159.2888
DRI39,OUT046,828.6391
NCX54,OUT018,1375.2533
FDE59,OUT046,610.485
FDO46,OUT045,3048.5754
DRE13,OUT046,1400.3176
FDW14,OUT013,1160.5707
FDF35,OUT046,1733.2241
FDO50,OUT019,199.21242
DRF49,OUT017,1851.882
FDT60,OUT049,2007.8096
FDP38,OUT045,674.27875
FDA31,OUT027,4630.242
FDY52,OUT010,179.39531
FDD03,OUT027,5932.3027
FDN52,OUT018,1063.4746
FDU20,OUT010,227.14275
FDD22,OUT035,1627.042
NCB55,OUT019,157.68562
FDN27,OUT045,1812.519
FDD16,OUT013,1178.026
FDW48,OUT046,1238.543
DRN35,OUT045,552.711
FDX25,OUT049,2906.784
DRD49,OUT049,3750.0427
FDE21,OUT019,256.50052
FDN44,OUT035,2564.8582
DRC01,OUT049,707.8573
NCK30,OUT046,3680.5015
FDU39,OUT013,872.0514
FDB49,OUT013,1312.85
FDS12,OUT045,1812.6559
FDR57,OUT018,2188.6912
FDX22,OUT027,5591.619
FDC60,OUT013,1246.7648
NCE42,OUT049,3452.367
NCK42,OUT049,3807.127
DRE01,OUT017,4220.9185
FDE57,OUT018,1819.2562
DRK59,OUT019,570.5786
FDB10,OUT027,5991.61
FDQ25,OUT046,3145.8835
FDY26,OUT017,3911.7312
FDG28,OUT049,4235.927
FDM14,OUT049,1763.7025
NCH29,OUT049,1532.7505
FDD48,OUT049,1806.9752
FDC17,OUT045,3083.969
DRH49,OUT027,1953.8022
FDN44,OUT018,2069.8833
FDC29,OUT045,1740.5576
DRK01,OUT019,211.12582
FDD48,OUT017,1873.8932
FDB59,OUT013,3196.423
FDY45,OUT010,496.39606
FDX60,OUT035,1144.3698
FDT09,OUT010,247.1583
DRB24,OUT018,1995.6683
FDL13,OUT035,3815.0925
FDN16,OUT035,1600.6432
FDK57,OUT013,1847.8451
FDO22,OUT027,2037.8676
FDC57,OUT010,393.51172
FDZ13,OUT027,1396.0941
FDW27,OUT013,2379.6768
FDX10,OUT049,614.8133
FDY08,OUT018,2015.9235
FDA49,OUT017,1465.7028
FDC32,OUT018,1203.024
FDO04,OUT035,797.2321
NCZ54,OUT013,2628.3508
FDY40,OUT045,701.3871
FDW36,OUT045,1492.6869
FDE11,OUT017,3186.0183
DRE37,OUT045,2801.3962
NCK19,OUT017,3251.8718
FDT19,OUT035,2792.1248
FDE56,OUT045,721.35913
FDZ57,OUT010,251.13672
FDB35,OUT035,1447.4623
FDF09,OUT010,132.04564
FDO34,OUT046,2654.6904
FDA55,OUT046,3515.0593
NCM18,OUT035,872.4608
FDJ20,OUT019,270.71667
DRQ35,OUT019,254.74843
FDG02,OUT013,3106.341
NCU29,OUT018,1902.1604
FDL27,OUT027,1485.3729
NCA54,OUT035,3041.1238
FDJ32,OUT035,913.6954
FDB21,OUT019,644.1653
FDR46,OUT035,2254.6187
FDZ32,OUT046,1890.2262
DRF36,OUT017,3407.4595
NCU54,OUT017,3606.7737
NCI31,OUT017,779.8237
DRA59,OUT035,2984.8123
NCC55,OUT045,554.4758
FDE44,OUT018,682.5339
NCN26,OUT018,1513.7748
FDC11,OUT049,1320.9645
FDV24,OUT035,2236.3708
FDR40,OUT019,196.33879
NCQ17,OUT049,2712.592
FDC46,OUT045,2731.0261
NCM18,OUT046,963.8088
FDK16,OUT046,1567.2025
FDI28,OUT017,1368.5856
FDS11,OUT018,3189.494
DRD13,OUT046,983.2718
FDL36,OUT035,1320.2108
FDI27,OUT013,670.65094
FDJ53,OUT019,237.65758
FDS44,OUT045,3597.8064
FDE28,OUT046,3801.2915
FDQ33,OUT018,1963.3807
FDB37,OUT017,4371.8164
FDQ31,OUT045,1272.2108
NCQ05,OUT046,2459.6023
FDE10,OUT013,1842.9258
FDF38,OUT017,767.7518
FDE50,OUT019,433.83685
DRG37,OUT010,295.3723
NCH06,OUT049,3903.5137
FDY14,OUT045,3692.9949
FDO27,OUT017,1498.7808
FDQ19,OUT049,4356.815
FDZ26,OUT019,588.2844
FDN51,OUT013,3990.8699
FDK20,OUT035,2025.2135
FDD40,OUT018,2664.6663
DRI25,OUT018,688.54663
FDH56,OUT017,1944.7423
FDI36,OUT027,5318.4336
DRH11,OUT018,814.15533
NCV18,OUT017,1410.1993
DRI01,OUT049,3017.6653
DRE48,OUT049,3529.5046
FDS51,OUT035,845.0709
FDM38,OUT017,914.14386
FDB60,OUT027,5211.633
FDY58,OUT035,3616.82
FDY22,OUT045,2164.2107
FDF11,OUT027,6138.3545
FDZ51,OUT035,1531.5438
FDQ45,OUT017,3131.3909
FDF17,OUT035,3167.1477
NCF31,OUT027,4003.583
FDA37,OUT013,1740.9988
FDO51,OUT046,792.94763
FDF34,OUT013,3101.3967
FDD57,OUT018,1289.7076
FDO37,OUT046,3577.8801
FDR49,OUT049,785.689
FDS39,OUT049,2293.597
FDI48,OUT027,1337.0494
DRM35,OUT049,3169.296
FDV57,OUT035,3013.9421
FDZ55,OUT013,2540.6052
FDI28,OUT035,1146.4606
FDS21,OUT045,970.9086
FDT34,OUT013,1626.6678
DRI25,OUT035,888.7389
FDT47,OUT010,276.64706
DRH39,OUT045,1040.9843
NCD54,OUT045,2281.6787
FDU16,OUT027,2111.0173
NCW29,OUT045,1910.9891
FDV25,OUT027,5732.9565
FDM56,OUT035,1662.8185
FDZ04,OUT027,1537.2169
FDG59,OUT019,104.82068
FDI56,OUT045,1278.5255
FDS33,OUT035,1295.9629
FDC23,OUT049,2915.553
FDT11,OUT049,3324.82
FDG17,OUT045,3739.2058
FDZ44,OUT045,1645.5944
FDJ52,OUT013,2539.2063
DRI23,OUT046,2500.3733
DRE15,OUT010,172.80156
NCF07,OUT013,1445.9901
NCR29,OUT049,877.6235
FDE44,OUT019,154.53905
FDT23,OUT035,1228.1735
NCG06,OUT017,4464.6943
NCU41,OUT010,377.54034
FDH46,OUT017,1772.8634
FDV31,OUT013,2929.124
NCT41,OUT027,4051.368
FDE22,OUT027,4253.289
FDC26,OUT045,1490.052
DRF51,OUT017,825.712
NCY53,OUT019,236.56973
FDY21,OUT017,3419.295
FDL27,OUT013,842.6857
FDZ34,OUT049,3421.1226
NCF43,OUT010,273.51346
FDC21,OUT035,1736.5222
FDL26,OUT013,2608.9407
FDT25,OUT010,218.57784
NCR30,OUT046,1167.5461
DRL23,OUT019,246.03004
NCR05,OUT049,3423.0796
NCE19,OUT018,743.4637
FDY07,OUT035,698.2565
FDB10,OUT017,4138.337
FDP57,OUT013,1607.2911
FDU48,OUT019,256.46774
FDH48,OUT035,1263.2877
FDO33,OUT035,1723.7224
